lambda0 k theta sigma alpha epsilon weight
1.27224 21659 5.81398e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26577 21659 5.81398e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26094 21659 5.81398e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25778 21659 5.81398e-05 0.357794 0.912372 0.85804 3.13183e-05
1.252 21659 5.81398e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25679 21659 5.81398e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27013 21659 5.81398e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24829 21659 5.81398e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26427 21659 5.81398e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26683 21659 5.81398e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26948 21659 5.81398e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26786 21659 5.81398e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26064 21659 5.81398e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26923 21659 5.81398e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26021 21659 5.81398e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27869 21659 5.81398e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24207 21659 5.81398e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24746 21653 5.81419e-05 0.357794 0.912372 0.85804 0.000113059
1.25424 21653 5.81419e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25713 21653 5.81419e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25211 21653 5.81419e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26872 21653 5.81419e-05 0.357794 0.912372 0.85804 2.13722e-05
1.2694 21653 5.81417e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25549 21653 5.81417e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26211 21653 5.81417e-05 0.357794 0.912372 0.85804 5.02485e-05
1.253 21653 5.81417e-05 0.357794 0.912372 0.85804 0.000139579
1.26176 21653 5.81417e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24708 21655 5.81396e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25271 21655 5.81396e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26357 21655 5.81396e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25869 21655 5.81396e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26626 21655 5.81396e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25532 21655 5.81396e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27511 21655 5.81396e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25126 21655 5.81396e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27335 21655 5.81396e-05 0.357794 0.912372 0.85804 6.68988e-05
1.28414 21655 5.81396e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24954 21655 5.81396e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26622 21655 5.81396e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26385 21991 5.71205e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26117 21991 5.71205e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26354 21991 5.71205e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26603 21991 5.71205e-05 0.357794 0.912372 0.85804 6.68988e-05
1.24626 21985 5.71043e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25223 21637 5.80123e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25834 21637 5.80123e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26795 21637 5.80123e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25411 21645 5.80089e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26071 21645 5.80089e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26153 21645 5.80089e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26168 21645 5.80089e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25743 21645 5.80089e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26952 21645 5.80089e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25389 21645 5.80089e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24733 21645 5.80089e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25165 21645 5.80089e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26354 21645 5.80089e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25543 21645 5.80089e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26635 21645 5.80089e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25217 21645 5.80089e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25852 21645 5.80089e-05 0.357794 0.912372 0.85804 0.000176655
1.24498 21645 5.80089e-05 0.357794 0.912372 0.85804 3.13183e-05
1.23411 21645 5.80089e-05 0.357794 0.912372 0.85804 1.80894e-05
1.25436 21645 5.80089e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26267 21645 5.80089e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27338 21645 5.80089e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25734 21645 5.80089e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26431 21645 5.80089e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2465 21645 5.80089e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25448 21645 5.80089e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25092 21645 5.80089e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24208 21851 5.75447e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27005 21851 5.75447e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25261 21851 5.75447e-05 0.357794 0.912372 0.85804 0.000113059
1.25708 21851 5.75447e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26173 21853 5.75446e-05 0.357794 0.912372 0.85804 3.91208e-05
1.23868 21853 5.75446e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27553 21853 5.75446e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25397 21853 5.75446e-05 0.357794 0.912372 0.85804 1.55088e-05
1.25475 21853 5.75446e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25455 21853 5.75446e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24891 21853 5.75446e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25866 21853 5.75446e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25918 21853 5.75444e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26154 21853 5.75444e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2643 21853 5.75444e-05 0.357794 0.912372 0.85804 0.000113059
1.25126 21853 5.75444e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24575 21853 5.75444e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2534 21853 5.75444e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2608 21853 5.75444e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26432 21853 5.75467e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26751 21853 5.75467e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25921 21853 5.75467e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25911 21853 5.75467e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25523 21853 5.75467e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25404 21853 5.75467e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25901 21853 5.75467e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2492 21853 5.75467e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25013 21853 5.75466e-05 0.357794 0.912372 0.85804 2.33593e-05
1.2576 21853 5.75466e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24914 21853 5.75466e-05 0.357794 0.912372 0.85804 0.000113059
1.26974 21853 5.75466e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24503 21853 5.75432e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25838 21853 5.75432e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25647 21853 5.75432e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26632 21853 5.75432e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25008 21801 5.76427e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25898 21801 5.76427e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24794 21801 5.76427e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26012 21801 5.76427e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24301 21801 5.76413e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26042 21801 5.76413e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25155 21801 5.76413e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26005 21817 5.7621e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27126 21817 5.7621e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25053 21817 5.7621e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2544 21817 5.7621e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26053 21817 5.7621e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25572 21817 5.7621e-05 0.357794 0.912372 0.85804 0.000139579
1.25175 21815 5.76209e-05 0.357794 0.912372 0.85804 3.13183e-05
1.257 21815 5.76209e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26045 21815 5.76209e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25564 21815 5.76196e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2548 21815 5.76196e-05 0.357794 0.912372 0.85804 0.000113059
1.27088 21817 5.76124e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27141 21817 5.76124e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25601 21817 5.76124e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26903 21817 5.76124e-05 0.357794 0.912372 0.85804 1.80894e-05
1.26607 21817 5.76124e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25922 21817 5.76124e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25094 21817 5.76124e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25117 21817 5.76124e-05 0.357794 0.912372 0.85804 2.13722e-05
1.2559 21817 5.76124e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2559 21817 5.76124e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24949 21813 5.76225e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25016 21813 5.76225e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25632 21817 5.76185e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25062 21817 5.76185e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25313 21817 5.76185e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25724 21817 5.76185e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25158 21817 5.76185e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24075 21817 5.76185e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26139 21817 5.76185e-05 0.357794 0.912372 0.85804 3.48948e-05
1.23641 21817 5.76185e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25243 21817 5.76185e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25412 21817 5.76185e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25328 21817 5.76185e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26383 21817 5.76185e-05 0.357794 0.912372 0.85804 0.000139579
1.27459 21817 5.76185e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26908 21815 5.76237e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25616 21815 5.76237e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27505 21817 5.76192e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25546 21817 5.76192e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25535 21817 5.76192e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26873 21811 5.76476e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2675 21811 5.76476e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25959 21811 5.76476e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25088 21811 5.76476e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26256 21811 5.76513e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26021 21811 5.76513e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25585 21811 5.76513e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26593 21811 5.76513e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26039 21811 5.76513e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25698 21811 5.76513e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27191 21809 5.76475e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24492 21809 5.76475e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26924 21813 5.76501e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26633 21813 5.76501e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26183 21813 5.76501e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25382 21813 5.76501e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25419 21813 5.76501e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26696 21813 5.76501e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25116 21813 5.76501e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26405 21813 5.76501e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25239 21813 5.76501e-05 0.357794 0.912372 0.85804 2.5637e-05
1.24431 21813 5.76501e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27697 21813 5.76501e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25819 21813 5.76501e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26339 21813 5.76501e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2634 21813 5.76501e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24964 21813 5.76501e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26607 21813 5.76501e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26043 21813 5.76501e-05 0.357794 0.912372 0.85804 6.68988e-05
1.24511 21809 5.76535e-05 0.357794 0.912372 0.85804 0.000706619
1.24111 21809 5.76535e-05 0.357794 0.912372 0.85804 0.000113059
1.2609 21807 5.76461e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24658 21807 5.76461e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25613 21809 5.76457e-05 0.357794 0.912372 0.85804 1.80894e-05
1.25591 21809 5.76457e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25944 21809 5.76457e-05 0.357794 0.912372 0.85804 0.000113059
1.25577 21809 5.76457e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25939 21807 5.76421e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25164 21807 5.76421e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24661 21809 5.76494e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25427 21809 5.76494e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25695 21809 5.76494e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26702 21809 5.76494e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24272 21809 5.76494e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26059 21809 5.76494e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25931 21809 5.76494e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25007 21813 5.76375e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25762 21813 5.76375e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25323 21813 5.76355e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26738 21813 5.76355e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26159 21815 5.76339e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25968 21815 5.76339e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25335 21815 5.76339e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25532 21815 5.76339e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24878 21815 5.76339e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24711 21815 5.76339e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25996 21815 5.76339e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25261 21813 5.76365e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25873 21813 5.76381e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25191 21813 5.76381e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26483 21827 5.76094e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24788 21827 5.76094e-05 0.357794 0.912372 0.85804 0.000139579
1.25491 21827 5.76094e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2607 21827 5.76094e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25168 21827 5.76094e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25883 21827 5.76094e-05 0.357794 0.912372 0.85804 2.13722e-05
1.25743 21827 5.76094e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26451 21827 5.76094e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25439 21827 5.76094e-05 0.357794 0.912372 0.85804 0.000230733
1.25254 21827 5.76094e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24197 21827 5.76094e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26532 21827 5.76094e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24351 21827 5.76094e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26755 21827 5.76094e-05 0.357794 0.912372 0.85804 0.000113059
1.26468 21827 5.76094e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25693 21827 5.76094e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2539 21827 5.76094e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26152 21827 5.76094e-05 0.357794 0.912372 0.85804 6.68988e-05
1.24933 21827 5.76094e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25771 21827 5.76094e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25705 21827 5.76094e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24448 21827 5.76094e-05 0.357794 0.912372 0.85804 2.5637e-05
1.262 21823 5.76128e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26077 21823 5.76128e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24366 21823 5.76128e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24542 21823 5.76128e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24761 21823 5.76128e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27488 21807 5.76486e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25977 21807 5.76486e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25298 21807 5.76486e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26138 21807 5.76486e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26738 21805 5.76472e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26268 21805 5.76472e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26422 21807 5.76459e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25525 21807 5.76459e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24465 21807 5.76459e-05 0.357794 0.912372 0.85804 0.000139579
1.24958 21807 5.76459e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24647 21807 5.76496e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24935 21807 5.76496e-05 0.357794 0.912372 0.85804 0.000230733
1.26438 21807 5.76496e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24598 21807 5.76496e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25234 21807 5.76496e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25885 21807 5.76496e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25903 21807 5.76496e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26085 21807 5.76496e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25762 21817 5.76211e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26406 21817 5.76211e-05 0.357794 0.912372 0.85804 2.13722e-05
1.24578 21817 5.76211e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26222 21817 5.7612e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26788 21817 5.7612e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24794 21817 5.7612e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26079 21815 5.76211e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25504 21815 5.76211e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26055 21815 5.76211e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25927 21815 5.76169e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25865 21815 5.76169e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26493 21815 5.76169e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24202 21813 5.7623e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25555 21813 5.7623e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26708 21813 5.7623e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2489 21813 5.7623e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25782 21813 5.7623e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2636 21813 5.7623e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25795 21811 5.76227e-05 0.357794 0.912372 0.85804 5.76832e-05
1.24326 21811 5.76227e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25963 21811 5.76227e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25162 21825 5.7611e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24978 21825 5.7611e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25377 21825 5.7611e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26502 21825 5.76105e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25941 21825 5.76105e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27018 21825 5.76105e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24584 21807 5.76355e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25628 21809 5.76395e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26204 21809 5.76395e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25164 21809 5.76395e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24329 21767 5.77541e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25852 21773 5.77468e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24339 21773 5.77468e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25855 21773 5.77468e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24653 21773 5.77468e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26356 21773 5.77468e-05 0.357794 0.912372 0.85804 0.000176655
1.25429 21773 5.77468e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26974 21773 5.77468e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2468 21771 5.77476e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26254 21771 5.77476e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24189 21771 5.77476e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24262 21771 5.77476e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25524 21771 5.77476e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25091 21771 5.77476e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25088 21771 5.77476e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25772 21787 5.77182e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2601 21787 5.77182e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25 21787 5.77182e-05 0.357794 0.912372 0.85804 0.000176655
1.25494 21787 5.77182e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25953 21787 5.77182e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26268 21787 5.77182e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25543 21787 5.77182e-05 0.357794 0.912372 0.85804 0.000176655
1.26263 21787 5.77182e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26645 21781 5.77211e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25726 21781 5.77211e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25693 21781 5.77211e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26646 21785 5.77182e-05 0.357794 0.912372 0.85804 3.13183e-05
1.23776 21785 5.77182e-05 0.357794 0.912372 0.85804 2.82648e-05
1.2717 21785 5.77182e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2636 21785 5.77182e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2553 21785 5.77182e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25288 21785 5.77182e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2765 21785 5.77182e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25574 21785 5.77182e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25322 21785 5.77182e-05 0.357794 0.912372 0.85804 0.000113059
1.2489 21785 5.77182e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24999 21785 5.77182e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25959 21785 5.77182e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25942 21785 5.77182e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24849 21785 5.77182e-05 0.357794 0.912372 0.85804 0.000139579
1.26375 21785 5.77182e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26185 21775 5.77175e-05 0.357794 0.912372 0.85804 2.33593e-05
1.25529 21775 5.77175e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25526 21775 5.77175e-05 0.357794 0.912372 0.85804 1.96283e-05
1.26271 21785 5.77208e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24784 21785 5.77208e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26744 21785 5.77208e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2645 21785 5.77208e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26176 21785 5.77208e-05 0.357794 0.912372 0.85804 2.5637e-05
1.24879 21785 5.77208e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27243 21785 5.77208e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25427 21785 5.77208e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27374 21785 5.77208e-05 0.357794 0.912372 0.85804 5.02485e-05
1.24709 21785 5.77208e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25799 21785 5.77208e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26505 21785 5.77208e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26796 21785 5.77208e-05 0.357794 0.912372 0.85804 0.000230733
