lambda,	weight
8.14439,	-11.6137
7.16177,	-11.7423
7.48649,	-11.6979
5.59279,	-11.9895
12.1212,	-11.2161
10.6545,	-11.345
12.1617,	-11.2127
7.76755,	-11.6611
8.19144,	-11.6079
8.38995,	-11.584
7.62736,	-11.6793
7.97895,	-11.6342
6.44853,	-11.8472
11.0435,	-11.3092
5.67356,	-11.9752
6.74164,	-11.8027
13.8001,	-11.0863
5.20198,	-12.062
6.54825,	-11.8318
7.23503,	-11.7321
8.9122,	-11.5236
8.28944,	-11.596
8.17402,	-11.6101
12.5138,	-11.1842
5.53894,	-11.9992
9.34653,	-11.476
6.6425,	-11.8175
18.5817,	-10.7888
9.00704,	-11.513
9.55458,	-11.454
16.0181,	-10.9373
10.5727,	-11.3527
8.03719,	-11.6269
7.29961,	-11.7232
9.83642,	-11.4249
9.97384,	-11.4111
9.04091,	-11.5093
6.22621,	-11.8822
8.22116,	-11.6043
7.98242,	-11.6338
9.26448,	-11.4848
7.75404,	-11.6628
12.2397,	-11.2063
8.27806,	-11.5974
10.4831,	-11.3613
6.2159,	-11.8839
8.1541,	-11.6125
12.9063,	-11.1533
7.86621,	-11.6484
6.2786,	-11.8739
7.70152,	-11.6696
9.11197,	-11.5014
8.16529,	-11.6111
11.9706,	-11.2286
9.70173,	-11.4387
10.2338,	-11.3853
16.6156,	-10.9007
8.62569,	-11.5563
4.65688,	-12.1727
8.27825,	-11.5974
6.57692,	-11.8274
8.85206,	-11.5304
9.72307,	-11.4365
9.38539,	-11.4719
14.5966,	-11.0302
8.59581,	-11.5597
7.46841,	-11.7003
10.3842,	-11.3707
7.99494,	-11.6322
12.3653,	-11.1961
4.47351,	-12.2128
6.93781,	-11.774
6.87966,	-11.7824
6.44774,	-11.8473
6.71802,	-11.8062
7.82423,	-11.6538
13.9712,	-11.074
15.1458,	-10.9933
13.2983,	-11.1234
15.5992,	-10.9638
7.46907,	-11.7002
8.66816,	-11.5514
7.71483,	-11.6679
4.83468,	-12.1352
6.79609,	-11.7947
14.9083,	-11.0091
11.912,	-11.2335
7.21611,	-11.7347
8.78046,	-11.5385
9.53366,	-11.4562
17.2593,	-10.8627
8.22924,	-11.6033
13.2492,	-11.1271
6.84594,	-11.7874
8.25268,	-11.6005
10.1332,	-11.3952
8.58923,	-11.5605
7.25181,	-11.7298
12.2988,	-11.2015
10.9651,	-11.3163
6.11906,	-11.8996
7.50291,	-11.6957
5.76081,	-11.9599
9.05167,	-11.5081
7.50265,	-11.6958
8.84118,	-11.5316
6.04512,	-11.9118
12.3833,	-11.1947
7.21988,	-11.7342
10.8446,	-11.3273
13.1036,	-11.1381
8.47338,	-11.5741
16.3005,	-10.9198
17.5992,	-10.8432
12.7996,	-11.1616
6.95988,	-11.7709
7.53998,	-11.6908
5.74725,	-11.9623
10.779,	-11.3334
7.15302,	-11.7435
6.18324,	-11.8892
6.78938,	-11.7957
8.98022,	-11.516
4.19893,	-12.2762
4.72575,	-12.158
8.61293,	-11.5578
4.70218,	-12.163
6.43158,	-11.8498
10.4502,	-11.3644
5.7817,	-11.9563
6.71276,	-11.807
9.94005,	-11.4144
5.97675,	-11.9231
8.51652,	-11.569
6.13101,	-11.8977
10.3221,	-11.3767
7.23769,	-11.7317
6.2728,	-11.8748
5.98324,	-11.9221
8.4641,	-11.5752
6.15686,	-11.8934
4.8933,	-12.1231
10.5291,	-11.3569
15.7915,	-10.9515
11.6179,	-11.2585
9.95194,	-11.4132
6.42041,	-11.8515
6.23163,	-11.8814
7.88604,	-11.6459
11.6221,	-11.2581
7.86309,	-11.6488
10.678,	-11.3428
7.54607,	-11.69
9.24351,	-11.4871
10.0417,	-11.4043
8.54498,	-11.5657
5.28907,	-12.0454
6.26542,	-11.876
10.9087,	-11.3215
8.15656,	-11.6122
13.2771,	-11.125
7.42886,	-11.7056
9.84837,	-11.4237
13.9802,	-11.0734
6.65063,	-11.8163
8.9513,	-11.5192
13.1379,	-11.1355
11.5257,	-11.2664
8.29013,	-11.596
12.5317,	-11.1828
7.94467,	-11.6385
5.52409,	-12.0019
9.20502,	-11.4913
8.7327,	-11.5439
8.0314,	-11.6277
12.091,	-11.2186
9.44511,	-11.4655
5.59927,	-11.9884
9.10316,	-11.5024
8.15073,	-11.6129
9.18756,	-11.4932
12.2374,	-11.2065
8.27789,	-11.5974
12.1325,	-11.2151
7.59442,	-11.6836
11.8287,	-11.2405
10.4091,	-11.3683
13.6356,	-11.0983
9.90688,	-11.4178
11.8405,	-11.2395
7.81077,	-11.6555
3.6909,	-12.4051
7.95008,	-11.6378
9.53601,	-11.4559
7.2602,	-11.7286
18.6656,	-10.7843
10.9072,	-11.3216
13.6241,	-11.0992
15.449,	-10.9735
8.23891,	-11.6021
8.51271,	-11.5695
7.73802,	-11.6649
4.76156,	-12.1504
5.33155,	-12.0374
8.73889,	-11.5432
13.0668,	-11.1409
8.82355,	-11.5336
5.10579,	-12.0806
9.19202,	-11.4927
5.5485,	-11.9975
6.48197,	-11.842
7.45087,	-11.7027
7.35933,	-11.715
10.0259,	-11.4058
5.97169,	-11.924
3.424,	-12.4802
9.7801,	-11.4307
7.24278,	-11.731
8.11999,	-11.6167
9.27299,	-11.4839
9.74614,	-11.4341
9.24208,	-11.4872
8.40846,	-11.5818
6.16929,	-11.8914
7.70186,	-11.6696
11.8458,	-11.239
14.2724,	-11.0527
5.3044,	-12.0425
3.7437,	-12.3909
3.89377,	-12.3516
8.50088,	-11.5708
10.5633,	-11.3536
14.3656,	-11.0462
11.1816,	-11.2967
11.1968,	-11.2954
11.5179,	-11.2671
7.75374,	-11.6628
11.0062,	-11.3126
7.37197,	-11.7133
8.99032,	-11.5149
10.5269,	-11.3571
7.25732,	-11.729
4.29509,	-12.2535
6.53436,	-11.8339
6.51896,	-11.8363
7.59362,	-11.6837
14.8292,	-11.0144
8.95408,	-11.5189
11.1448,	-11.3
8.17566,	-11.6099
8.23434,	-11.6027
8.16659,	-11.611
5.79772,	-11.9536
7.98014,	-11.6341
8.18377,	-11.6089
6.72099,	-11.8058
9.75386,	-11.4334
11.8128,	-11.2418
5.39234,	-12.026
4.53706,	-12.1987
7.41314,	-11.7078
9.19204,	-11.4927
5.55119,	-11.997
12.8842,	-11.155
16.7723,	-10.8913
11.3033,	-11.2859
7.67175,	-11.6735
10.1602,	-11.3925
5.09504,	-12.0827
12.2265,	-11.2074
8.66685,	-11.5515
10.488,	-11.3608
14.2201,	-11.0564
8.80046,	-11.5362
13.843,	-11.0832
11.1627,	-11.2984
7.20141,	-11.7367
6.64743,	-11.8168
12.4261,	-11.1912
8.30311,	-11.5944
8.69934,	-11.5478
8.1549,	-11.6124
6.7009,	-11.8088
8.97604,	-11.5165
8.73827,	-11.5433
11.267,	-11.2891
9.77472,	-11.4312
7.26836,	-11.7275
11.9459,	-11.2306
12.7208,	-11.1678
8.76666,	-11.5401
14.0662,	-11.0672
6.21877,	-11.8834
7.61965,	-11.6803
9.01128,	-11.5125
12.9238,	-11.1519
9.73552,	-11.4352
5.96755,	-11.9247
10.0543,	-11.403
7.05733,	-11.7569
13.2119,	-11.1299
11.1051,	-11.3036
12.6602,	-11.1725
8.4123,	-11.5813
10.9169,	-11.3207
6.27392,	-11.8746
5.09107,	-12.0835
8.42611,	-11.5797
3.99128,	-12.3269
8.83545,	-11.5322
10.6652,	-11.344
12.2951,	-11.2018
7.60543,	-11.6822
9.44799,	-11.4652
10.0981,	-11.3987
11.0572,	-11.3079
10.8072,	-11.3308
8.79385,	-11.537
6.35402,	-11.8619
4.58169,	-12.1889
7.11545,	-11.7487
12.0787,	-11.2196
10.6754,	-11.3431
5.01669,	-12.0982
5.94775,	-11.928
9.32209,	-11.4786
7.39096,	-11.7108
8.18552,	-11.6086
12.301,	-11.2013
9.58408,	-11.4509
10.9424,	-11.3184
7.3212,	-11.7202
7.59629,	-11.6834
6.48185,	-11.842
8.72972,	-11.5443
7.80931,	-11.6557
5.09745,	-12.0823
11.3621,	-11.2807
15.4648,	-10.9725
11.368,	-11.2802
10.3787,	-11.3713
3.90265,	-12.3494
9.92037,	-11.4164
9.78787,	-11.4299
8.4212,	-11.5803
5.97736,	-11.923
6.41407,	-11.8525
17.8616,	-10.8284
7.12978,	-11.7467
8.46483,	-11.5751
9.7045,	-11.4384
6.27098,	-11.8751
13.9201,	-11.0777
7.8893,	-11.6455
8.79279,	-11.5371
9.99158,	-11.4093
5.75385,	-11.9611
10.1901,	-11.3896
9.09344,	-11.5035
10.6218,	-11.3481
4.06558,	-12.3085
9.01453,	-11.5122
8.2865,	-11.5964
7.38219,	-11.7119
7.5621,	-11.6879
5.32827,	-12.038
14.828,	-11.0145
8.12749,	-11.6158
6.84939,	-11.7869
14.2964,	-11.051
8.67032,	-11.5511
12.6523,	-11.1732
7.60651,	-11.682
7.97263,	-11.635
6.10926,	-11.9012
10.6902,	-11.3417
7.10483,	-11.7502
7.54763,	-11.6898
8.63635,	-11.555
9.37121,	-11.4734
10.1746,	-11.3911
8.83077,	-11.5328
7.25439,	-11.7294
7.94805,	-11.6381
6.96548,	-11.77
12.5372,	-11.1823
3.81588,	-12.3718
7.15341,	-11.7434
13.0333,	-11.1435
9.41536,	-11.4687
11.0398,	-11.3095
10.8268,	-11.329
7.68329,	-11.672
11.7625,	-11.2461
6.47777,	-11.8426
11.537,	-11.2655
9.01459,	-11.5122
16.0764,	-10.9337
14.8128,	-11.0155
7.87276,	-11.6476
8.92959,	-11.5216
12.9116,	-11.1529
3.62854,	-12.4222
8.16493,	-11.6112
5.38471,	-12.0275
6.35715,	-11.8614
5.63732,	-11.9816
7.82456,	-11.6537
8.30618,	-11.594
15.171,	-10.9916
9.94969,	-11.4135
7.4914,	-11.6973
2.61127,	-12.7512
8.68975,	-11.5489
7.13556,	-11.7459
11.3646,	-11.2805
7.53707,	-11.6912
10.7134,	-11.3395
10.9133,	-11.321
4.67862,	-12.168
15.0847,	-10.9973
6.36873,	-11.8596
9.6626,	-11.4428
6.18661,	-11.8886
5.97974,	-11.9226
4.49963,	-12.207
5.79461,	-11.9541
9.68565,	-11.4404
9.72317,	-11.4365
9.0175,	-11.5118
10.3176,	-11.3772
9.90128,	-11.4184
16.5292,	-10.9059
7.25555,	-11.7292
14.7126,	-11.0223
11.4392,	-11.274
7.75954,	-11.6621
7.43377,	-11.705
6.80854,	-11.7928
15.6611,	-10.9598
13.6961,	-11.0939
8.1385,	-11.6144
9.78645,	-11.43
7.89883,	-11.6443
4.54804,	-12.1963
4.84531,	-12.133
6.95869,	-11.771
13.158,	-11.134
6.47036,	-11.8438
6.43738,	-11.8489
4.12344,	-12.2943
12.4471,	-11.1895
7.227,	-11.7332
7.63863,	-11.6778
8.43392,	-11.5788
8.77338,	-11.5393
5.3689,	-12.0304
5.16309,	-12.0695
6.68717,	-11.8108
9.07023,	-11.506
11.5456,	-11.2647
12.4901,	-11.1861
4.5475,	-12.1964
9.61434,	-11.4478
6.29446,	-11.8713
5.54538,	-11.9981
3.99527,	-12.3259
10.9595,	-11.3168
7.47641,	-11.6993
11.5479,	-11.2645
4.58109,	-12.1891
7.13898,	-11.7454
6.50245,	-11.8388
4.41912,	-12.2251
5.50965,	-12.0045
9.25115,	-11.4863
11.7544,	-11.2468
7.94762,	-11.6381
11.1081,	-11.3033
10.9713,	-11.3157
5.09844,	-12.0821
11.465,	-11.2717
6.25382,	-11.8778
10.8031,	-11.3312
5.3528,	-12.0334
6.54403,	-11.8325
3.8456,	-12.3641
9.98825,	-11.4096
4.15765,	-12.2861
9.10641,	-11.502
7.77894,	-11.6596
4.85731,	-12.1305
15.0411,	-11.0002
8.6066,	-11.5585
7.86256,	-11.6489
6.6117,	-11.8222
7.62961,	-11.679
10.1972,	-11.3889
9.24756,	-11.4867
12.8556,	-11.1572
14.0851,	-11.0659
8.52212,	-11.5684
8.58011,	-11.5616
5.21369,	-12.0597
5.40765,	-12.0232
5.05529,	-12.0906
6.24303,	-11.8795
13.9729,	-11.0739
13.8427,	-11.0833
6.68203,	-11.8116
7.2582,	-11.7289
4.17163,	-12.2827
7.78402,	-11.6589
9.06481,	-11.5066
12.5618,	-11.1804
10.3801,	-11.3711
4.93227,	-12.1152
8.22953,	-11.6033
8.13123,	-11.6153
15.8623,	-10.9471
9.64087,	-11.445
8.97701,	-11.5163
8.63992,	-11.5546
16.6707,	-10.8974
9.28196,	-11.4829
6.80907,	-11.7928
5.4653,	-12.0126
8.79559,	-11.5368
13.0115,	-11.1452
7.20361,	-11.7364
10.3471,	-11.3743
11.0832,	-11.3056
6.63532,	-11.8186
9.57355,	-11.452
8.41817,	-11.5806
3.914,	-12.3465
13.0106,	-11.1453
8.29651,	-11.5952
10.533,	-11.3565
10.4114,	-11.3681
5.93559,	-11.93
9.56039,	-11.4534
10.8521,	-11.3267
8.40442,	-11.5823
5.64299,	-11.9806
11.792,	-11.2436
8.06371,	-11.6236
5.12104,	-12.0777
8.34587,	-11.5892
6.14696,	-11.8951
7.04906,	-11.7581
10.4218,	-11.3671
9.97055,	-11.4114
11.1854,	-11.2964
12.7029,	-11.1692
6.54009,	-11.8331
9.35838,	-11.4747
8.48446,	-11.5728
10.898,	-11.3224
12.5317,	-11.1828
13.0056,	-11.1456
8.07784,	-11.6219
10.1913,	-11.3895
5.65029,	-11.9793
5.02305,	-12.097
9.25406,	-11.486
11.0479,	-11.3088
10.9784,	-11.3151
8.59334,	-11.56
8.64679,	-11.5538
6.83331,	-11.7892
6.6009,	-11.8238
10.5064,	-11.359
9.24168,	-11.4873
14.2586,	-11.0537
12.9661,	-11.1487
6.16829,	-11.8916
9.33543,	-11.4772
8.28509,	-11.5966
6.0481,	-11.9113
7.68268,	-11.672
7.16123,	-11.7423
8.79715,	-11.5366
13.3901,	-11.1165
4.5096,	-12.2048
14.7018,	-11.023
11.8427,	-11.2393
11.462,	-11.272
10.204,	-11.3882
9.5828,	-11.451
10.9701,	-11.3158
9.14623,	-11.4977
8.88729,	-11.5264
12.3168,	-11.2001
10.4934,	-11.3603
8.21077,	-11.6056
14.0153,	-11.0709
12.5841,	-11.1786
9.12371,	-11.5001
6.08199,	-11.9057
8.99706,	-11.5141
9.4509,	-11.4649
14.7826,	-11.0176
8.43498,	-11.5786
10.8471,	-11.3271
6.1502,	-11.8945
8.31723,	-11.5927
6.31687,	-11.8678
6.65631,	-11.8155
11.8858,	-11.2357
16.7285,	-10.8939
9.57087,	-11.4523
6.21513,	-11.884
7.75102,	-11.6632
8.19063,	-11.608
11.6639,	-11.2545
11.6829,	-11.2529
7.1267,	-11.7472
5.45939,	-12.0137
13.4845,	-11.1095
9.74596,	-11.4342
6.72857,	-11.8047
5.50794,	-12.0048
5.81316,	-11.9509
6.98079,	-11.7679
13.2616,	-11.1261
5.41511,	-12.0218
11.8855,	-11.2357
5.89606,	-11.9367
11.5295,	-11.2661
5.07758,	-12.0862
11.3585,	-11.281
3.88702,	-12.3534
6.07047,	-11.9076
14.1782,	-11.0593
7.73523,	-11.6652
6.51994,	-11.8362
9.42904,	-11.4672
10.6505,	-11.3454
12.8345,	-11.1589
8.03875,	-11.6267
9.67723,	-11.4412
5.74635,	-11.9625
9.84589,	-11.424
3.40503,	-12.4858
6.47649,	-11.8428
4.79416,	-12.1436
7.61525,	-11.6809
6.05451,	-11.9102
11.9176,	-11.233
8.36393,	-11.5871
14.1584,	-11.0607
6.25104,	-11.8783
10.9978,	-11.3133
6.26218,	-11.8765
8.09839,	-11.6194
4.89047,	-12.1237
6.92351,	-11.7761
9.27454,	-11.4837
10.5167,	-11.358
8.49165,	-11.5719
6.45487,	-11.8462
14.9793,	-11.0043
7.09204,	-11.752
9.96589,	-11.4118
4.63914,	-12.1765
5.54946,	-11.9973
7.11064,	-11.7494
13.9857,	-11.073
6.23755,	-11.8804
9.87822,	-11.4207
9.58918,	-11.4504
8.68067,	-11.5499
8.75833,	-11.541
8.90039,	-11.5249
14.9999,	-11.003
6.60061,	-11.8239
8.37835,	-11.5854
5.6459,	-11.9801
3.54502,	-12.4455
6.43587,	-11.8491
7.08727,	-11.7527
11.4435,	-11.2736
5.00388,	-12.1008
12.9299,	-11.1515
9.66794,	-11.4422
4.92615,	-12.1165
8.15656,	-11.6122
5.9336,	-11.9304
9.7499,	-11.4338
5.95453,	-11.9269
11.6536,	-11.2554
6.62307,	-11.8205
18.1184,	-10.8141
11.9097,	-11.2337
15.5405,	-10.9676
12.2113,	-11.2087
8.07973,	-11.6217
7.96625,	-11.6358
5.24391,	-12.0539
17.0305,	-10.876
9.23353,	-11.4882
11.2959,	-11.2866
11.4393,	-11.274
6.07893,	-11.9062
8.24384,	-11.6015
6.38749,	-11.8567
8.87106,	-11.5282
6.30794,	-11.8692
9.13497,	-11.4989
5.66619,	-11.9765
4.46913,	-12.2138
11.3436,	-11.2824
9.67357,	-11.4416
12.3455,	-11.1977
17.1083,	-10.8715
14.9908,	-11.0036
11.7122,	-11.2504
9.4993,	-11.4598
7.79121,	-11.658
9.36281,	-11.4743
8.04355,	-11.6261
3.61163,	-12.4269
7.36008,	-11.7149
18.4045,	-10.7984
9.2286,	-11.4887
5.49642,	-12.0069
9.80907,	-11.4277
7.57,	-11.6868
11.3305,	-11.2835
10.2324,	-11.3855
6.24891,	-11.8786
7.72742,	-11.6662
5.99405,	-11.9202
11.9629,	-11.2292
14.3306,	-11.0486
13.8232,	-11.0847
6.25923,	-11.877
5.34272,	-12.0353
13.7381,	-11.0908
9.2252,	-11.4891
18.1192,	-10.814
6.90571,	-11.7787
11.2196,	-11.2934
8.77822,	-11.5387
13.7772,	-11.088
10.7393,	-11.3371
7.48488,	-11.6981
6.0612,	-11.9091
9.09737,	-11.503
5.53608,	-11.9997
10.8232,	-11.3293
8.90345,	-11.5246
15.0467,	-10.9999
11.0877,	-11.3052
7.72941,	-11.666
9.15562,	-11.4966
9.29331,	-11.4817
6.88641,	-11.7815
9.13845,	-11.4985
6.89735,	-11.7799
7.47272,	-11.6998
7.40964,	-11.7082
7.8634,	-11.6488
7.87777,	-11.647
9.26686,	-11.4846
7.60987,	-11.6816
11.1998,	-11.2951
12.406,	-11.1928
10.0943,	-11.399
9.49188,	-11.4606
8.64824,	-11.5537
7.0732,	-11.7547
9.48802,	-11.461
10.9498,	-11.3177
13.3372,	-11.1205
8.99455,	-11.5144
7.15182,	-11.7436
11.8101,	-11.2421
11.0762,	-11.3062
6.83237,	-11.7893
12.3214,	-11.1997
6.75017,	-11.8014
5.69793,	-11.9709
6.27535,	-11.8744
8.91343,	-11.5235
6.80079,	-11.794
8.85967,	-11.5295
9.41934,	-11.4683
7.2146,	-11.7349
11.5543,	-11.264
8.48416,	-11.5728
10.8131,	-11.3303
6.01704,	-11.9164
10.8794,	-11.3241
9.11766,	-11.5008
8.3382,	-11.5902
8.00211,	-11.6313
6.45272,	-11.8465
6.82642,	-11.7902
8.57312,	-11.5624
8.94549,	-11.5199
8.75162,	-11.5418
9.23004,	-11.4886
6.18317,	-11.8892
6.72518,	-11.8052
10.3226,	-11.3767
11.6484,	-11.2558
12.7573,	-11.1649
4.30896,	-12.2503
13.9471,	-11.0757
7.83303,	-11.6527
9.96642,	-11.4118
10.9935,	-11.3137
14.4032,	-11.0436
6.23104,	-11.8815
8.8599,	-11.5295
13.9464,	-11.0758
5.47804,	-12.0103
7.17926,	-11.7398
6.73494,	-11.8037
14.1487,	-11.0614
8.72906,	-11.5444
7.45491,	-11.7021
6.05379,	-11.9103
11.41,	-11.2765
10.2888,	-11.38
7.84019,	-11.6518
7.59672,	-11.6833
6.61132,	-11.8222
14.4935,	-11.0373
12.1026,	-11.2176
4.90432,	-12.1209
8.64164,	-11.5544
15.3145,	-10.9822
12.059,	-11.2212
12.2073,	-11.209
6.50625,	-11.8383
6.35667,	-11.8615
10.0813,	-11.4003
7.63816,	-11.6779
11.6116,	-11.259
5.93096,	-11.9308
10.5617,	-11.3538
6.97508,	-11.7687
7.96538,	-11.6359
8.25697,	-11.6
11.1408,	-11.3004
9.42524,	-11.4676
8.1174,	-11.617
13.6228,	-11.0993
13.3726,	-11.1178
7.27707,	-11.7263
7.34838,	-11.7165
14.0802,	-11.0662
12.9043,	-11.1535
6.0694,	-11.9078
10.4481,	-11.3646
5.33476,	-12.0368
3.71943,	-12.3974
7.73759,	-11.6649
12.4083,	-11.1926
9.83176,	-11.4254
8.27249,	-11.5981
10.4535,	-11.3641
7.54997,	-11.6895
8.04866,	-11.6255
8.35524,	-11.5881
9.91828,	-11.4166
8.08811,	-11.6206
9.7217,	-11.4367
7.46139,	-11.7013
13.8006,	-11.0863
6.82207,	-11.7909
14.2278,	-11.0558
13.5834,	-11.1022
10.1344,	-11.3951
15.2639,	-10.9855
6.19123,	-11.8879
6.87701,	-11.7828
6.95749,	-11.7712
2.98686,	-12.6168
12.1194,	-11.2162
7.75422,	-11.6628
10.6347,	-11.3469
4.34218,	-12.2426
13.7199,	-11.0922
13.0032,	-11.1458
9.1979,	-11.492
5.78535,	-11.9557
9.73839,	-11.4349
10.1351,	-11.395
6.08782,	-11.9047
7.84762,	-11.6508
5.38383,	-12.0276
8.44272,	-11.5777
7.84704,	-11.6509
6.65946,	-11.815
12.7799,	-11.1631
6.64793,	-11.8167
12.8951,	-11.1542
11.6212,	-11.2582
7.66862,	-11.6739
6.5217,	-11.8359
8.65852,	-11.5525
6.66224,	-11.8146
9.86642,	-11.4219
10.6512,	-11.3453
12.1529,	-11.2134
10.4485,	-11.3646
10.5604,	-11.3539
8.09109,	-11.6203
8.33451,	-11.5906
11.7655,	-11.2458
13.3406,	-11.1202
12.7132,	-11.1684
5.32417,	-12.0388
16.2428,	-10.9234
14.7582,	-11.0192
4.71031,	-12.1613
7.38484,	-11.7116
7.2494,	-11.7301
8.85818,	-11.5297
8.56247,	-11.5636
4.84852,	-12.1323
8.37337,	-11.586
11.3671,	-11.2803
8.431,	-11.5791
8.80259,	-11.536
6.53127,	-11.8344
13.7571,	-11.0895
14.9013,	-11.0096
13.4585,	-11.1114
7.53516,	-11.6914
7.09907,	-11.7511
16.4603,	-10.9101
7.65419,	-11.6758
7.1033,	-11.7505
7.12418,	-11.7475
7.76354,	-11.6616
5.88815,	-11.9381
12.2753,	-11.2034
9.16623,	-11.4955
10.1826,	-11.3903
10.2111,	-11.3875
4.4371,	-12.221
7.36711,	-11.714
13.7936,	-11.0868
9.94094,	-11.4144
6.84461,	-11.7876
14.9387,	-11.0071
6.53938,	-11.8332
13.201,	-11.1307
8.99845,	-11.514
10.0572,	-11.4027
8.87269,	-11.528
6.78061,	-11.7969
8.51579,	-11.5691
11.1053,	-11.3036
7.91636,	-11.6421
8.89231,	-11.5258
11.9873,	-11.2272
10.1582,	-11.3927
7.07205,	-11.7549
6.13273,	-11.8974
12.6221,	-11.1756
7.5351,	-11.6914
10.3903,	-11.3701
7.5231,	-11.693
7.90037,	-11.6441
7.95754,	-11.6369
9.7273,	-11.4361
11.8575,	-11.2381
10.1864,	-11.39
2.8106,	-12.6776
6.85942,	-11.7854
6.47177,	-11.8436
5.73295,	-11.9648
8.47076,	-11.5744
10.4367,	-11.3657
10.2597,	-11.3828
10.1767,	-11.3909
4.01762,	-12.3203
7.4236,	-11.7064
8.80213,	-11.536
5.37235,	-12.0298
6.69394,	-11.8098
7.15752,	-11.7429
7.55501,	-11.6888
8.99685,	-11.5141
8.35595,	-11.588
6.59767,	-11.8243
9.31081,	-11.4798
13.362,	-11.1186
4.9374,	-12.1142
7.26028,	-11.7286
5.75084,	-11.9617
12.8626,	-11.1567
7.82604,	-11.6536
6.80094,	-11.794
4.1827,	-12.2801
10.6341,	-11.347
5.59793,	-11.9886
7.649,	-11.6764
9.40452,	-11.4698
3.94821,	-12.3378
13.6965,	-11.0939
15.6095,	-10.9631
11.2523,	-11.2904
9.15945,	-11.4962
10.7309,	-11.3379
7.47311,	-11.6997
7.66405,	-11.6745
5.81838,	-11.95
9.47148,	-11.4627
8.48557,	-11.5726
10.7913,	-11.3323
10.4988,	-11.3598
9.59604,	-11.4497
4.76252,	-12.1502
9.98019,	-11.4104
7.06515,	-11.7558
7.409,	-11.7083
16.9543,	-10.8805
8.07657,	-11.622
5.96145,	-11.9257
9.4658,	-11.4633
11.5476,	-11.2645
6.35873,	-11.8612
12.1848,	-11.2108
7.74072,	-11.6645
10.6767,	-11.343
5.0907,	-12.0836
9.57369,	-11.452
14.4945,	-11.0372
10.5388,	-11.356
6.74596,	-11.8021
9.86856,	-11.4217
4.69661,	-12.1642
9.71415,	-11.4374
8.47979,	-11.5733
6.57405,	-11.8279
12.7247,	-11.1675
6.90522,	-11.7787
9.08929,	-11.5039
10.1376,	-11.3948
7.93659,	-11.6395
8.28248,	-11.5969
19.1371,	-10.7594
8.75895,	-11.5409
7.84467,	-11.6512
6.79212,	-11.7953
11.0015,	-11.313
9.91365,	-11.4171
10.702,	-11.3406
11.3035,	-11.2859
12.964,	-11.1488
13.5361,	-11.1057
8.90175,	-11.5248
5.71048,	-11.9687
5.77918,	-11.9568
12.0692,	-11.2204
16.0497,	-10.9353
8.84459,	-11.5312
6.5875,	-11.8258
11.5817,	-11.2616
8.92026,	-11.5227
6.73169,	-11.8042
5.80389,	-11.9525
8.86583,	-11.5288
7.61882,	-11.6804
4.59918,	-12.1851
9.22127,	-11.4895
8.74584,	-11.5424
5.70375,	-11.9699
11.6215,	-11.2582
8.70777,	-11.5468
4.64287,	-12.1757
10.9011,	-11.3221
11.2609,	-11.2897
10.3609,	-11.373
9.39224,	-11.4711
5.5395,	-11.9991
6.48986,	-11.8408
8.36309,	-11.5872
7.05845,	-11.7568
7.34369,	-11.7172
12.4031,	-11.1931
7.25892,	-11.7288
8.39078,	-11.5839
4.67058,	-12.1697
9.11694,	-11.5009
11.4249,	-11.2752
5.94877,	-11.9278
9.47942,	-11.4619
10.2324,	-11.3855
8.08319,	-11.6212
6.54807,	-11.8318
8.31231,	-11.5933
12.4892,	-11.1862
8.16131,	-11.6116
6.37422,	-11.8588
10.0994,	-11.3985
8.56738,	-11.5631
5.19182,	-12.0639
7.20452,	-11.7363
10.1039,	-11.3981
7.29644,	-11.7236
15.0982,	-10.9964
4.73932,	-12.1551
7.56259,	-11.6878
7.54718,	-11.6898
8.46569,	-11.575
8.69996,	-11.5477
5.50857,	-12.0047
9.61112,	-11.4481
4.87083,	-12.1278
9.66327,	-11.4427
6.65388,	-11.8158
6.42661,	-11.8506
13.3767,	-11.1175
5.73757,	-11.964
6.58111,	-11.8268
7.70213,	-11.6695
4.68293,	-12.1671
7.33486,	-11.7184
7.21179,	-11.7353
12.4063,	-11.1928
8.77017,	-11.5397
11.9392,	-11.2312
10.897,	-11.3225
8.33269,	-11.5908
7.17098,	-11.741
7.59628,	-11.6834
8.0393,	-11.6267
9.30981,	-11.4799
8.1642,	-11.6113
8.88458,	-11.5267
9.49646,	-11.4601
9.926,	-11.4159
7.43246,	-11.7052
10.2586,	-11.3829
13.2313,	-11.1284
5.1275,	-12.0764
6.36032,	-11.8609
9.42626,	-11.4675
13.1339,	-11.1358
7.43382,	-11.705
3.97637,	-12.3306
11.5389,	-11.2653
7.15596,	-11.7431
14.2974,	-11.0509
7.69414,	-11.6706
4.52655,	-12.2011
8.92743,	-11.5219
10.8221,	-11.3294
8.098,	-11.6194
7.88762,	-11.6457
6.47038,	-11.8438
6.33717,	-11.8646
7.84824,	-11.6507
4.96103,	-12.1094
12.6378,	-11.1743
15.3473,	-10.9801
6.35793,	-11.8613
10.7096,	-11.3399
7.75059,	-11.6632
4.36507,	-12.2374
5.65738,	-11.9781
12.4984,	-11.1854
6.34189,	-11.8638
8.96447,	-11.5177
7.59009,	-11.6842
8.89452,	-11.5256
5.59918,	-11.9884
5.78118,	-11.9564
10.1636,	-11.3922
16.5601,	-10.904
13.0925,	-11.139
